title,imdbId,tmdbId
Wolf Summer (2003),0356154,115383
The Pirates of Tortuga: Under the Black Flag (2001),0295152,50179
The Little Bear Movie (2001),0293854,33371
The New Gulliver (1935),0026793,152948
Eye of the Eagle (1997),0120565,76323
The Singing Ringing Tree (1957),0052199,12495
Sunshine Barry & the Disco Worms (2008),1087841,15838
Father of Four - Never Gives Up! (2005),0446125,19812
Invisible Mom (1997),0113434,61863
The Shamer's Daughter (2015),3022458,305638
The Twelve Months (1956),0218798,42647
My Pal Wolf (1944),0037111,244806
"Nikki, Wild Dog of the North (1961)",0055232,64869
The Billion Dollar Hobo (1977),0077238,102726
The Tale of John and Marie (1980),0081350,51902
A Journey Through Fairyland (1985),0297215,116318
La Clé des Champs (2011),2124829,105304
Twigson (2009),1245775,33407
Back To The Sea (2012),2190193,137200
Tokyo Family (2013),1796652,187662
Jack and the Beanstalk (1902),0000399,144436
Dil Dhadakne Do (2015),4110568,338065
Monster High: Great Scarrier Reef (2016),5475710,382581
Das fliegende Klassenzimmer (1954),0046986,12781
Two-Bit Waltz (2014),2570224,228109
Ice Age: The Great Egg-Scapade (2016),5480340,387893
The Adventures of Huckleberry Finn (2012),2081266,151474
Hopelessly Lost (1973),0123277,27923
The Animated Adventures of Tom Sawyer (1998),0166484,67357
The Adventures of Tom Sawyer and Huckleberry Finn (1981),0081917,74705
Mountain Family Robinson (1979),0079580,102661
Jock of the Bushveld (2011),1822239,81670
Smoky (1946),0038955,237334
Joey (1997),0119415,102909
The Christmas Hope (2009),1384926,51505
Girl on the Edge (2015),3597448,336121
Fatty Finn (1980),0080725,38243
Madly Madagascar (2013),2702348,161143
Hammy's Boomerang Adventure (2006),0937397,85693
The Boatniks (1970),0065482,42596
Aladdin and His Magic Lamp (1967),0167482,20898
Old Man Khottabych (1956),0049794,71103
Vedhalam (2015),5178278,362150
Deiva Thirumagal (2011),1857670,63964
Anjali (1990),0099043,223365
Alley Cats Strike (2000),0217990,72753
Ratchet & Clank (2016),2865120,234004
How To Frame A Figg (1971),0067219,44157
Tintin and the Lake of Sharks (1972),0069383,241004
A.R.C.H.I.E. (2016),3823672,393877
Sillunu Oru Kaadhal (2006),0464071,69635
The Secret Diaries of Miss Anne Lister (2010),1555126,42548
True Confessions of a Hollywood Starlet (2008),1124401,41808
Zapped (2014),3544734,278774
Alvin and the Chipmunks: The Road Chip (2015),2974918,258509
Once Upon a Time (1944),0037150,67896
A Royal Christmas (2014),2838678,299582
Pero Kvrzica's Comradeship (1970),0065666,221241
Courage (2009),1447495,84741
Paws (1997),0119870,89868
Sams in Gefahr (2003),0372504,75897
A Little Game (2014),2276480,310952
Alice Through the Looking Glass (2016),2567026,241259
Debbie Macomber's Dashing Through the Snow (2015),5070196,369052
The BFG (2016),3691740,267935
The Letter Writer (2011),2320087,141418
Flower Shop Mystery: Mum's the Word (2016),5211694,374739
A Lesson in Romance (2014),3108318,239018
Finding Christmas (2013),2964654,249057
Catch a Christmas Star (2013),3131532,238304
Snow Bride (2013),3214240,235662
Help for the Holidays (2012),2374486,149235
Come Dance with Me (2012),2376272,149218
A Taste of Romance (2012),1849868,85887
Annie Claus is Coming to Town (2011),1910501,81416
Pollyanna (2003),0314519,78713
Annie's Point (2005),0441733,51091
The Land Before Time XIV: Journey of the Brave (2016),4431254,339526
Ride a Wild Pony (1975),0075141,103765
Once I Was a Beehive (2015),4002772,339928
LasseMajas detektivbyrå - Stella Nostra (2015),4397382,363607
On Top (1982),0177924,72555
Only Clouds Move the Stars (1998),0157356,17575
The Liverpool Goalie (2010),1488574,58397
Returning Home (2015),3831000,336885
The Olsen Gang Sees Red (1976),0075002,11392
Harry and the Butler (1961),0054965,57911
The Olsen Gang in Jutland (1971),0067524,11390
Jack of the Red Hearts (2015),3833520,342464
Gooby (2009),1132588,21293
Holidaze: The Christmas That Almost Didn't Happen (2006),0849447,265982
The Good Witch (2008),1105729,32790
A Knight in Camelot (1998),0176892,24793
Lantern hill (1989),0099974,256967
Ribbit (2014),2066048,256690
Junkers Come Here (1995),0382114,25079
The Oogieloves in the Big Balloon Adventure (2012),1520498,112937
Trenchcoat (1983),0086476,84831
Khichdi: The Movie (2010),1738293,53283
Stanley's Tiffin Box (2011),1907761,68256
The Winding Stream (2014),2516274,253337
Curious George: A Very Monkey Christmas (2009),1570964,263945
Swallows and Amazons (1974),0072233,14685
Ice Age: Collision Course (2016),3416828,278154
Pete's Dragon (2016),2788732,294272
Under the Blood-Red Sun (2014),3278950,388751
The Golden Arrow (1936),0027687,176259
The Journey (2014),3144678,254664
American Legends (2002),0372866,24678
Star Games (1998),0132662,273735
Second Chances (1998),0175145,63872
Undrafted (2016),3172126,331393
Emma's Chance (2016),4948040,404829
The Emperor's Nightingale (1949),0043410,79596
The Daydreamer (1966),0060283,83811
Greyfriars Bobby (2005),0435597,73772
Savage Sam (1963),0057473,50033
Pufnstuf (1970),0066256,63859
Belle and Sebastian: The Adventure Continues (2015),4083850,334304
Sun Belt Express (2015),2973132,392898
"Splash, Too (1988)",0096159,54107
VeggieTales: Where's God When I'm Scared (1993),0500177,268893
VeggieTales: Dave and the Giant Pickle (1996),0272341,273127
VeggieTales: Very Silly Songs (1997),0500151,314580
VeggieTales: Josh and the Big Wall (1997),0284607,261409
VeggieTales: The End of Silliness? More Really Silly Songs! (1998),0284613,314601
VeggieTales: The Ultimate Silly Song Countdown (2001),0297450,275136
VeggieTales: The Ballad of Little Joe (2003),0395293,273578
VeggieTales: Lord of the Beans (2005),0791201,273309
VeggieTales: Minnesota Cuke and the Search for Samson's Hairbrush (2005),0471422,273315
VeggieTales: Duke and the Great Pie War (2005),0453414,273149
VeggieTales: LarryBoy & The Bad Apple (2006),0837137,275065
VeggieTales: Sheerluck Holmes and the Golden Ruler (2006),0795495,275130
VeggieTales: The Wonderful Wizard of Ha's (2007),1187355,275074
VeggieTales: Tomato Sawyer & Huckleberry Larry's Big River Rescue (2008),1321845,273205
Snowtime! (2015),5143700,366656
The Little House (2014),2530392,254679
Lucy Maud Montgomery's Anne of Green Gables (2016),4820224,397520
3 Days of Normal (2012),1776167,198057
The Water Babies (1978),0078477,34467
Sara (1997),0120066,61999
Love's Unfolding Dream (2007),0960143,49857
Love Finds A Home (2009),1307064,25182
Love Begins (2011),1684907,81450
Starchaser: The Legend of Orin (1985),0090065,32147
Cop Dog (2008),1209380,21837
Tiny Giants (2014),3739614,342562
Kubo and the Two Strings (2016),4302938,313297
Principal Takes a Holiday (1998),0138038,100666
Uncle P (2007),0365880,65755
Cool Kids Don't Cry (2012),1800372,115929
Rabbit Seasoning (1952),0045062,52954
Winnie Pooh (1969),0211729,36161
My Babysitter's a Vampire (2010),1673423,63700
Challenge to be Free (1975),0074299,132067
Davy Crockett and the River Pirates (1956),0049125,50717
East Side of Heaven (1939),0031261,37491
Where the Road Runs Out (2014),2346198,323803
Mostly Ghostly 3: One Night in Doom House (2016),5127214,406052
The Kid (1997),0159507,191884
Shiloh 2: Shiloh Season (1999),0175159,77946
John Henry (2000),0219105,197725
Lorenzo (2004),0412936,245003
The Hollars (2016),3714720,325346
Broken Hill (2009),1212909,63762
Fan Girl (2015),4146132,333678
The Adventures of Scamper the Penguin (1986),0098259,56391
Horton Hears a Who! (1970),0198545,29233
My Girl (2003),0399040,18486
Twitches (2005),0467421,21481
Three Days (2001),0301935,63809
Really Rosie (1975),0262727,223046
Storks (2016),4624424,332210
After the Storm (2016),5294966,374671
Going Attractions: The Definitive Story of the American Drive-in Movie (2013),2461226,200119
My Life as a Courgette (2016),2321405,393559
Teens in the Universe (1975),0071957,20949
Tschick (2016),4911940,384664
Go Figure (2005),0447987,55504
"Signed, Sealed, Delivered: From Paris With Love (2015)",4662412,338485
The Cheetah Girls 2 (2006),0800318,37609
Secret Summer (2016),4743250,400190
The Cheetah Girls (2003),0338852,32293
Jesus Christ Superstar - Live Arena Tour (2012),2596918,143563
Love Finds You In Sugarcreek (2014),3212830,289225
Princess of Thieves (2001),0272790,5764
Parent Trap III (1989),0098066,64183
The Cookie Mobster (2014),4041278,354832
Annie: A Royal Adventure (1995),0112374,21780
Raising the Bar (2016),5274066,396289
Harriet the Spy: Blog Wars (2010),1545097,49350
A Heartland Christmas (2010),2395123,145132
Moondance Alexander (2007),0828065,41281
Flicka: Country Pride (2012),2039339,105768
The Wild Stallion (2009),0492890,38048
Felicity: An American Girl Adventure (2005),0460793,25778
An American Girl: Chrissa Stands Strong (2009),1340418,18182
Samantha: An American Girl Holiday (2004),0412366,25786
Minor Details (2009),1230126,24886
Escape to Witch Mountain (1995),0112985,239033
Isabelle Dances Into the Spotlight (2014),3064620,281506
Molly: An American Girl on the Home Front (2006),0828151,37453
Au Pair 3: Adventure in Paradise (2009),1019437,79737
Lover of Loser (2009),1411277,34092
You Are Umasou (2010),1734113,89825
Air Mater (2011),2100093,145316
Barbie in Rock 'N Royals (2015),4955162,355111
Barbie: Spy Squad (2016),5042436,377897
What a Wonderful Family! (2016),4065842,389972
Trolls (2016),1679335,136799
LEGO DC Comics Super Heroes: Batman: Be-Leaguered (2014),4189294,300424
The Girl and The Echo (1964),0194918,258631
The Twelve Trees of Christmas (2013),3341268,237709
A Kiss at Midnight (2008),1272019,251630
Jessica Darling's It List (2016),5213744,370765
Romantically Speaking (2015),4364862,403330
Bling (2016),5161658,385722
Christmas Magic (2011),2112127,81420
Trading Christmas (2011),2008491,120055
Cinderella (1899),0000230,114108
Aschenputtel (1955),0047843,263260
Island of Lost Souls (2007),0466449,13626
Single Santa Seeks Mrs. Claus (2004),0413900,55739
Moonlight & Mistletoe (2008),1264895,51443
Christmas Do-Over (2006),0840303,26987
Captain Sindbad (1963),0056904,41725
Bound & Babysitting (2015),4364866,358353
Little Longnose (2003),0378262,51349
The Christmas Dragon (2014),3918686,309770
Ivan Tsarevich & the Grey Wolf (2011),2141789,83865
Ivan Tsarevich & the Grey Wolf 2 (2013),3338434,250895
Ivan Tsarevich & the Grey Wolf 3 (2016),5315110,370545
Riley's First Date? (2015),4941804,355338
A Christmas Romance (1994),0109425,51592
The Secret Garden (1987),0093935,46975
Junior and Karlson (1968),0756316,77304
All Hallow's Eve (2016),4906686,416261
All She Wishes (2015),3449658,313371
Race to Win (2016),5024894,410259
Coming Home for Christmas (2013),3004720,240723
Sapphire Blue (2014),3260022,279229
Die Schöne und das Biest (2012),2547100,226001
Aschenputtel (2011),2129885,266568
Christmas with Holly (2012),2355762,149786
The Princess with the Golden Star (1959),0152073,51959
"Von einem, der auszog, das Fürchten zu lernen (2014)",4312830,313896
Prinzessin Maleen (2015),5295224,374319
Der Teufel mit den drei goldenen Haaren (2013),3425030,279558
Allerleirauh (2012),2562290,268712
Die Salzprinzessin (2015),5284240,374247
God's Country (2012),2072979,93449
The Adventures of the American Rabbit (1986),0166948,87864
Moana (2016),3521164,277834
Logan (2010),1483010,44010
Pojken med guldbyxorna (2014),3126460,294050
Tri bogatyrya i Shamakhanskaya tsaritsa (2010),1796657,52939
The Dog Who Saved the Holidays (2012),2294853,147763
Sing (2016),3470600,335797
My Family and Other Animals (2005),0482552,44746
Miss India America (2016),3394972,326256
Perri (1957),0050837,162139
Thread of Lies (2014),3837154,257331
Krummerne (1991),0102240,53693
The Ugly Duckling (2010),1701992,51281
Rodeo and Juliet (2015),4693860,365753
A Tale of Two Critters (1977),0287003,290164
The Littlest Outlaw (1955),0048304,206171
Greater (2016),2950418,379441
Jingle Bells (1999),0228459,28275
The Witching of Ben Wagner (1990),0094333,162934
A Christmas Eve Miracle (2015),4690134,369875
Rara (2016),5070130,382906
"Good Luck Charlie, It's Christmas! (2011)",1828976,81440
Adventures in Dinosaur City (1991),0103621,49082
Dexter's Laboratory: Ego Trip (1999),0293092,56828
Scary Godmother The Halloween Spooktakular (2003),0330859,48567
Why Blame It on the Child? (2016),5538800,369299
Munchie Strikes Back (1994),0110593,125077
Leap! (2016),2261287,342473
Monster Trucks (2016),3095734,262841
Red Dog: True Blue (2016),3567194,403570
Sheep & Wolves (2016),3746824,394759
The Good Boy (2016),5358714,417427
"What's Opera, Doc? (1957)",0051189,53217
Homerun (2003),0356696,195763
The Adventures of Rex and Rinty (1935),0026038,185048
Vulcan (1999),0185754,294786
Mama (1976),0076340,38323
Christmas Land (2015),5265662,369054
Die goldene Gans (2013),3439092,254299
The Watermill Princess (1994),0110893,82716
A Christmas Wish (2011),1577038,80544
The Third Prince (1982),0227684,85628
The Salt Prince (1983),0171765,208436
Lea to the Rescue (2016),4827290,400045
The Good Witch's Garden (2009),1312251,60821
The Good Witch's Gift (2010),1560779,61005
A Nutcracker Christmas (2016),6132948,421623
We Can Be Heroes! (2002),0297821,72268
Bejewelled (1991),0101426,69990
Legends of the Hidden Temple (2016),5333842,424661
Promise (1986),0091795,150140
Every Second Counts (2009),1391581,105388
George's Island (1989),0097419,125114
The Boss Baby (2017),3874544,295693
Finding Rin Tin Tin (2007),0493443,66733
Stick Man (2016),5095510,374251
Rabbit Heart (1987),0093151,208366
Rascals on the Road (2006),0480558,15642
The Lion Child (1993),0106820,47480
Lost & Found (2017),3828858,389272
The Great Gilly Hopkins (2016),1226766,331588
Lift me up (2015),4490824,438643
Different Drummers (2013),2472742,233574
Ozzy (2016),5770430,411221
Come Together (2016),6282412,428074
Old Partner (2008),1334549,47748
Take Me Far Away (2009),1976614,99242
Plane Crazy (1928),0019278,45665
The Story of the Voyages (1983),0141830,167858
Tamako in Moratorium (2013),3134060,251184
Mukhsin (2006),0863091,120624
The Blue Bird (2008),1313093,64256
Village of Dreams (1996),0112923,36304
Higglety Pigglety Pop! or There Must Be More to Life (2010),1603847,44303
White Wolves - A Cry in the Wild II (1993),0108559,68732
Departure (2016),2248739,361475
Fair Haven (2017),3520216,397992
The Birch Wood (1970),0068321,42539
Sword of D'Artagnan (2015),3636010,334939
Kings of Kallstadt (2014),4214614,294928
Foster (2011),1629443,81232
Canola (2016),6135036,387886
Milton's Secret (2016),2806390,410694
John and Julie (1955),0048231,235239
Rad (1986),0091817,13841
Jumping Ship (2001),0271172,68027
Jason and the Argonauts (2000),0217579,30999
Inspector Gadget 2 (2003),0301454,19766
Lilo & Stitch 2: Stitch has a Glitch (2005),0457993,20760
The Sandlot 2 (2005),0418131,18500
The Blue Butterfly (2004),0313300,25379
Streit's: Matzo and the American Dream (2015),4230010,331485
The Incredible Adventures Of Professor Branestawm (2014),4090552,313654
O Kadhal Kanmani (2015),4271820,329135
You Should Meet My Son (2010),1615916,73541
Smurfs: The Lost Village (2017),2398241,137116
There Once Was a Dog (1982),0216434,72215
Spark: A Space Tail (2017),3228088,322487
Diary of a Wimpy Kid: The Long Haul (2017),6003368,417830
"Dr. Syn, Alias the Scarecrow (1963)",1606207,37037
Life-Size (2000),0200809,36968
Captain Underpants: The First Epic Movie (2017),2091256,268531
The Ten Lives of Titanics the Cat (2007),1087873,45891
Rufus (2016),4648586,378221
Rufus 2 (2017),5687968,435737
Frankenweenie (1984),0087291,33914
Cry Wilderness (1987),0126848,216163
Re-Animated (2006),0780126,212518
Godspell: A Musical Based on the Gospel According to St. Matthew (1973),0070121,43158
Bizim Aile (1975),0456047,220002
Sultan (1978),0264051,452606
Gülen Gözler (1977),0289967,65010
Oh Olsun (1970),0253377,110029
Lost in the Barrens (1990),0100058,24709
Perfect Harmony (1991),0102653,110486
You're So Cupid (2010),1464606,77235
Gnomes and Trolls: The Secret Chamber (2008),1124374,29614
Practical Joke (2008),1440278,18761
Breakfast on the Grass (1979),3084568,309898
Without Family (1984),0166097,63572
Love and Lies (1980),0153489,64765
Monster High: Electrified (2017),6536944,447113
"Monster High: Boo York, Boo York (2015)",4779496,360404
Monster High: 13 Wishes (2013),3159812,212470
Monster High: Welcome to Monster High (2016),5898034,413736
Monster High: Haunted (2015),4137924,324963
Monster High: Fright On! (2011),3791266,227257
Monster High: Friday Night Frights (2013),2650548,166747
"Monster High: Frights, Camera, Action! (2014)",3565904,260234
Monster High: Escape from Skull Shores (2012),2395337,167666
Monster High: Ghouls Rule (2012),2446108,134632
Angels and Ornaments (2014),4160132,299581
Dolly Parton's Christmas of Many Colors: Circle of Love (2016),5713426,426670
A Gift with a Character (2014),3963170,278095
The Republic of ShKID (1966),0135625,20885
After the Reality (2016),3794392,416987
Snow (2004),0425468,50332
Take Away (2003),0295718,16058
Somebody's Hero (2011),1504489,62196
Project: ALF (1996),0117397,10960
School Of Life (2005),0340331,35320
